Date,sentiment,sentiment_pos,sentiment_neu,sentiment_neg,Open,High,Low,Close,Volume,SMA_5,SMA_10,EMA_5,EMA_10,MACD,RSI,OBV
2001-02-01,-0.6597,0.087,0.796,0.117,4303.13,4355.39,4230.17,4286.11,21200.0,4339.411999999999,4360.804,4336.407031690992,4337.670794527368,110.43984139004353,48.55207846800562,-83990000.0
2001-02-02,0.9643,0.259,0.657,0.083,4280.96,4373.4,4280.96,4352.26,21200.0,4358.428,4375.992,4361.555547536487,4349.128748866784,123.66543916725004,58.4601746543692,-83968800.0
2001-02-05,0.8126,0.194,0.666,0.141,4337.52,4397.19,4337.52,4370.47,21200.0,4367.442,4373.798,4366.203321304731,4348.432915281625,132.0120684877238,69.03137789904505,-83947600.0
2001-02-06,0.7351,0.116,0.818,0.065,4392.24,4404.67,4369.93,4375.29,21200.0,4374.607999999999,4371.816,4364.069981957096,4343.535785344209,138.89111800603496,69.98417095370006,-83926400.0
2001-02-07,0.7783,0.151,0.773,0.076,4376.92,4379.22,4303.28,4312.93,21200.0,4372.160000000001,4370.209,4358.459972935643,4336.4792931984775,145.1602885838638,69.07334514717647,-83947600.0
2001-02-08,0.8834,0.17,0.767,0.063,4293.87,4387.85,4290.88,4381.19,21200.0,4382.196000000001,4369.139,4381.224959403464,4341.712469464806,157.39998937834662,58.98201588173061,-83926400.0
2001-02-09,0.959,0.196,0.712,0.091,4395.44,4436.48,4387.99,4397.33,21200.0,4393.556,4357.275,4381.242439105195,4332.93968490143,163.78273491052914,58.32053387002808,-83905200.0
2001-02-12,-0.9062,0.047,0.784,0.169,4429.91,4446.08,4389.02,4406.3,21200.0,4380.154,4329.758,4373.198658657792,4318.630725990637,167.9037994274513,66.85920499371451,-83884000.0
2001-02-13,-0.3182,0.111,0.76,0.129,4437.32,4440.76,4354.1,4363.05,21200.0,4369.024,4300.397,4356.647987986688,4299.148665099668,169.8082301464692,68.6846551635861,-83905200.0
2001-02-14,0.4939,0.058,0.889,0.053,4350.33,4375.51,4320.89,4363.11,21200.0,4368.258,4271.06,4353.446981980032,4284.94836845515,174.17267473479433,65.42145407018705,-83884000.0
2001-02-15,-0.5574,0.073,0.824,0.102,4372.6,4459.19,4371.95,4437.99,21200.0,4356.081999999999,4259.453,4348.615472970048,4267.579117000739,177.20376328593238,69.83746863384107,-83862800.0
2001-02-16,-0.9628,0.127,0.633,0.24,4458.73,4462.11,4315.95,4330.32,21200.0,4320.994000000001,4242.819,4303.928209455072,4229.710031889792,170.87087975249915,71.81290987993069,-83884000.0
2001-02-19,0.1027,0.126,0.761,0.113,4363.79,4378.06,4302.1,4350.65,21200.0,4279.361999999999,4219.303,4290.732314182607,4207.352261198636,171.26518651888182,75.98173841709166,-83862800.0
2001-02-21,0.9804,0.186,0.779,0.035,4338.31,4362.5,4285.19,4302.23,21200.0,4173.862,4152.817,4211.550206910866,4134.6835012967285,158.72343541303326,69.66556277852732,-83862800.0
2001-02-22,-0.8591,0.067,0.806,0.128,4252.27,4286.63,4190.96,4262.55,21200.0,4162.824,4128.2880000000005,4166.210310366299,4097.450946029336,151.38876129073515,64.53644536970756,-83884000.0
2001-02-23,0.2732,0.13,0.748,0.122,4261.81,4277.36,4118.09,4122.16,21200.0,4164.644,4090.229,4118.0404655494485,4060.762267369188,143.86517706495488,62.92278326306972,-83905200.0
2001-02-26,-0.9601,0.058,0.765,0.177,4168.71,4174.85,4074.12,4112.69,21200.0,4159.244000000001,4054.8020000000006,4115.980698324172,4047.118326784564,146.4640178958325,63.27030336008706,-83926400.0
2001-02-27,-0.4588,0.092,0.788,0.12,4140.63,4156.03,4020.68,4069.68,21200.0,4136.33,3997.598,4117.626047486257,4032.5468438478,148.61491629603142,63.44633380266435,-83947600.0
2001-02-28,-0.9349,0.088,0.725,0.187,4070.37,4264.02,4056.4,4247.04,21200.0,4131.771999999999,3963.133,4141.599071229385,4024.2950313695337,153.57777328979728,66.07123975214826,-83926400.0
2001-03-01,0.9442,0.182,0.762,0.056,4288.23,4386.98,4215.27,4271.65,21200.0,4093.752,3920.415,4088.8786068440777,3974.796149451653,139.61985224126147,68.95478152105935,-83905200.0
2001-03-02,0.0,0.0,1.0,0.0,4323.18,4341.67,4077.42,4095.16,21200.0,4015.814,3867.824,3997.492910266116,3908.828627107576,117.26788970671168,66.74385413025747,-83926400.0
2001-03-05,0.4767,0.756,0.244,0.0,4073.73,4127.12,3947.71,3998.12,21200.0,3950.36,3830.557,3948.659365399174,3867.421655353705,105.00283367597058,64.162908680947,-83947600.0
2001-03-09,0.0,0.0,1.0,0.0,3986.82,3986.82,3821.59,3881.96,21200.0,3747.078,3738.106,3765.202858222211,3733.1751485264494,59.732301691916746,55.29212188113829,-83926400.0
2001-03-13,-0.1531,0.0,0.556,0.444,3605.53,3777.48,3436.75,3540.65,21200.0,3710.754,3700.281,3676.291430999974,3685.050036687661,44.53916409462727,48.80995529781321,-83968800.0
2001-03-14,-0.891,0.028,0.877,0.095,3508.13,3757.12,3493.94,3725.03,21200.0,3737.104,3715.698,3744.112146499961,3717.138933729365,62.27395291789571,56.45005266665233,-83947600.0
2001-03-15,-0.128,0.054,0.889,0.057,3666.2,3823.78,3661.84,3819.86,21200.0,3750.312,3722.016,3753.65321974994,3715.385363447001,65.23095315533465,64.5277800002286,-83926400.0
2001-03-16,0.0,0.0,1.0,0.0,3752.36,3867.47,3696.52,3745.74,21200.0,3729.134,3715.186,3720.549829624909,3692.168777546335,58.40092868522424,60.46305200088763,-83947600.0
2001-03-19,0.4522,0.136,0.751,0.113,3728.51,3774.69,3680.26,3722.49,21200.0,3707.042,3701.05,3707.954744437364,3680.26406144552,56.38062939886231,60.88117978556007,-83968800.0
2001-03-20,0.4767,0.128,0.758,0.115,3736.09,3740.07,3644.51,3672.4,21200.0,3689.808,3685.4270000000006,3700.687116656045,3670.8805195445257,55.34918370028527,62.509206111689146,-83990000.0
2001-03-21,-0.9413,0.049,0.799,0.152,3633.22,3801.78,3618.14,3791.07,21200.0,3694.292,3678.688000000001,3714.830674984068,3670.542857221087,58.32767760937031,76.76934929341016,-83968800.0
2001-03-22,-0.9246,0.086,0.733,0.181,3785.96,3818.03,3708.8,3713.97,21200.0,3693.72,3656.146,3676.7110124761007,3643.7590477146623,49.19815270628442,78.37539871127953,-83990000.0
2001-03-23,0.9694,0.175,0.736,0.088,3735.51,3743.83,3561.01,3635.28,21200.0,3701.238,3642.349,3658.081518714151,3628.156613873476,44.68013142698146,70.77386238114836,-84011200.0
2001-03-26,0.8807,0.137,0.784,0.079,3640.47,3654.04,3600.39,3636.32,21200.0,3695.058,3633.229,3669.482278071226,3626.573639178693,46.2756732642788,66.48085041452623,-83990000.0
2001-03-27,-0.9136,0.031,0.842,0.127,3634.48,3712.27,3631.29,3694.82,21200.0,3681.0460000000007,3615.436,3686.063417106839,3624.407781218403,47.53317323458487,62.18209151197421,-83968800.0
2001-03-28,-0.9062,0.087,0.752,0.16,3736.54,3792.76,3736.54,3788.21,21200.0,3663.084,3578.5,3681.685125660258,3608.7606214891593,42.49044522236363,59.79596504872136,-83947600.0
2001-03-29,-0.891,0.058,0.814,0.128,3739.63,3799.68,3721.45,3751.56,21200.0,3618.572,3518.0560000000005,3628.422688490387,3568.882981820084,25.92724771989424,57.90980605673733,-83968800.0
2001-03-30,0.6705,0.154,0.706,0.14,3714.11,3723.73,3589.93,3604.38,21200.0,3583.4600000000005,3468.0620000000004,3566.85403273558,3528.288088891214,8.141097486271065,50.94192288921425,-83990000.0
2001-04-04,-0.3612,0.088,0.803,0.109,3558.48,3577.25,3511.12,3565.65,21200.0,3493.916,3423.009,3506.00486048258,3475.6658248480194,-17.491685107991998,50.48999165971643,-84011200.0
2001-04-06,0.7845,0.111,0.851,0.038,3663.74,3676.82,3558.13,3576.0,21200.0,3417.54,3424.7480000000005,3476.1822907238698,3455.6693414809124,-28.13208696073616,57.76008750607681,-83990000.0
2001-04-09,-0.0869,0.094,0.809,0.096,3570.53,3579.24,3502.44,3544.08,21200.0,3352.664,3425.849,3426.273436085804,3428.929195143338,-42.357733151538014,51.18459081229084,-84011200.0
2001-04-10,-0.0315,0.099,0.795,0.106,3542.44,3542.44,3342.11,3458.39,21200.0,3306.306,3430.44,3367.370154128705,3403.340127397413,-56.64868180741087,45.93925371165301,-84032400.0
2001-04-11,-0.5719,0.07,0.833,0.098,3476.41,3481.15,3298.12,3325.46,21200.0,3302.378,3444.684,3321.860231193058,3391.106822374616,-65.3403481746177,40.57249949800316,-84053600.0
2001-04-12,-0.2263,0.073,0.836,0.091,3254.52,3264.57,3120.13,3183.77,21200.0,3352.102,3467.857,3320.0603467895867,3405.6950051245312,-61.94897909167594,28.65236694027152,-84074800.0
2001-04-16,-0.6605,0.087,0.79,0.124,3172.15,3258.44,3096.51,3251.62,21200.0,3431.956,3491.756,3388.20552018438,3455.0116729299825,-42.292664675388096,30.11489263574828,-84053600.0
2001-04-17,-0.8017,0.09,0.76,0.149,3231.94,3331.78,3220.65,3312.29,21200.0,3499.034000000001,3518.51,3456.498280276569,3500.20982246998,-23.49725733422929,31.176801011093943,-84032400.0
2001-04-18,0.9218,0.152,0.797,0.05,3311.2,3442.65,3311.2,3438.75,21200.0,3554.574,3541.1230000000005,3528.602420414853,3541.9697830188634,-5.34301367574335,37.51119371462364,-84011200.0
2001-04-19,0.8658,0.136,0.819,0.046,3552.17,3621.03,3471.03,3574.08,21200.0,3586.99,3546.696,3573.528630622279,3564.907512578611,5.030192065462416,50.61179790661921,-83990000.0
2001-04-20,0.7964,0.146,0.751,0.103,3620.9,3620.9,3523.74,3583.04,21200.0,3583.612,3540.7470000000003,3573.2529459334182,3562.8691820405247,4.417953690558079,52.45272677445876,-83968800.0
2001-04-23,-0.9643,0.051,0.779,0.17,3583.42,3637.36,3561.96,3587.01,21200.0,3551.556,3536.924,3568.359418900128,3558.38677804953,2.659962838363299,51.8850613061974,-83947600.0
2001-04-24,0.0,0.063,0.891,0.046,3547.23,3593.84,3526.36,3589.99,21200.0,3537.986,3536.26,3559.0341283501903,3552.026062060537,-0.0267813088139519,51.3443800169208,-83926400.0
2001-04-25,0.8074,0.12,0.816,0.064,3586.94,3639.11,3569.71,3600.83,21200.0,3527.672,3535.9190000000003,3543.5561925252846,3543.5896314073225,-3.7590724739925454,50.89696647370467,-83905200.0
2001-04-26,0.9556,0.171,0.789,0.039,3649.36,3651.79,3547.46,3557.19,21200.0,3506.4020000000005,3532.663,3514.9192887879262,3530.869549497839,-9.571864870652917,39.23660910638133,-83926400.0
2001-04-27,0.9081,0.157,0.787,0.056,3389.22,3458.77,3357.83,3422.76,21200.0,3497.882,3532.921,3493.783933181889,3525.020560497359,-12.408529131544585,21.19881953227687,-83947600.0
2001-05-02,-0.7494,0.109,0.739,0.152,3565.53,3586.64,3530.25,3538.42,21200.0,3534.534000000001,3553.318,3534.36384965925,3554.0973804960545,1.134194409050906,33.13861386138619,-83905200.0
2001-05-03,0.8074,0.171,0.743,0.086,3528.7,3551.8,3479.81,3494.48,21200.0,3544.166,3558.682,3532.3357744888744,3557.581242828511,3.362849412178093,19.273037542662166,-83926400.0
2001-05-04,0.9252,0.162,0.811,0.027,3471.95,3521.92,3465.5,3514.59,21200.0,3558.924,3576.21,3551.263661733312,3571.603741234847,10.6324003519926,20.05682827206543,-83905200.0
2001-05-07,-0.9477,0.107,0.697,0.196,3562.97,3573.19,3539.46,3544.81,21200.0,3567.96,3590.254,3569.600492599968,3584.2734615092577,17.708774091871874,29.069598136284228,-83884000.0
2001-05-08,-0.9468,0.086,0.737,0.177,3544.86,3587.07,3544.86,3580.37,21200.0,3572.784,3599.7830000000004,3581.995738899952,3593.0431196224263,23.40627258761833,26.6644407345576,-83862800.0
2001-05-09,-0.4404,0.122,0.741,0.137,3580.37,3629.65,3569.14,3586.58,21200.0,3572.102,3605.806,3582.808608349928,3595.85936842741,26.71724306636861,25.335490625297425,-83841600.0
2001-05-10,0.0767,0.125,0.781,0.094,3586.58,3588.95,3550.05,3568.27,21200.0,3573.1979999999994,3614.602,3580.922912524891,3597.9214503001685,29.92234003282647,37.561350913962826,-83862800.0
2001-05-11,-0.6251,0.111,0.778,0.111,3564.65,3577.79,3545.19,3559.77,21200.0,3593.496,3626.095,3587.2493687873366,3604.510661477984,35.44226612408238,40.949919710959485,-83884000.0
2001-05-14,0.9633,0.183,0.719,0.098,3552.55,3577.28,3536.57,3568.93,21200.0,3612.548,3636.099,3600.989053181005,3614.4530306953143,42.83762973693501,51.21746069402808,-83862800.0
2001-05-15,0.9153,0.172,0.782,0.046,3480.42,3579.35,3420.14,3576.96,21200.0,3626.782,3651.221,3617.018579771508,3624.5692597387183,50.72105558843987,57.6306078850262,-83841600.0
2001-05-16,-0.4878,0.061,0.835,0.104,3585.79,3630.26,3585.79,3592.06,21200.0,3639.51,3667.732,3637.047869657261,3635.149095236212,59.22781286670988,62.26632474820677,-83820400.0
2001-05-17,-0.4019,0.112,0.771,0.117,3607.46,3675.45,3607.46,3669.76,21200.0,3656.006,3674.730000000001,3659.541804485892,3644.724449733148,67.68657851473199,72.93434376146988,-83799200.0
2001-05-18,0.2033,0.098,0.809,0.092,3674.42,3700.88,3648.36,3655.03,21200.0,3658.694,3670.945,3654.432706728837,3639.160994118292,69.58723461799309,72.04967559251746,-83820400.0
2001-05-22,-0.9713,0.095,0.747,0.159,3643.29,3663.16,3630.03,3640.6,21200.0,3675.66,3647.034,3661.1510901398815,3634.6422257816457,76.6850822076367,63.529557259460745,-83820400.0
2001-05-25,0.0772,0.565,0.435,0.0,3686.16,3700.66,3647.35,3659.81,21200.0,3683.196,3584.659000000001,3663.204929222101,3611.0374245752696,80.37621020698543,71.41075733643686,-83799200.0
2001-05-28,-0.9944,0.073,0.776,0.151,3663.06,3728.05,3663.06,3720.15,21200.0,3662.762,3568.262,3664.902393833151,3600.199074480885,80.08324602321454,84.60679756802541,-83778000.0
2001-05-29,-0.8779,0.127,0.74,0.134,3732.03,3751.7,3725.83,3742.07,21200.0,3618.408,3547.179,3637.2785907497264,3573.543313254416,72.40076088650085,88.93025862759218,-83756800.0
2001-05-30,0.9124,0.112,0.8,0.088,3745.57,3759.96,3653.31,3662.04,21200.0,3562.0019999999995,3522.811,3584.8828861245893,3536.092938422064,59.310159699110045,76.2993066175084,-83778000.0
2001-06-01,0.0,0.0,1.0,0.0,3637.03,3651.32,3555.74,3557.64,21200.0,3486.1220000000003,3488.954,3503.5014937803253,3480.5924141860464,40.20315004047961,70.09093792957594,-83820400.0
2001-06-04,0.0,0.0,1.0,0.0,3565.88,3590.56,3490.83,3498.38,21200.0,3473.762,3470.4839999999995,3476.432240670488,3463.4707284496126,34.81952304889546,67.00495771361909,-83841600.0
2001-06-05,0.25,0.6,0.0,0.4,3495.99,3510.68,3434.88,3460.04,21200.0,3475.95,3455.957,3465.458361005732,3455.7131125495266,33.47533698983534,69.22616619067043,-83862800.0
2001-06-07,0.0,0.0,1.0,0.0,3455.86,3459.51,3395.52,3457.24,21200.0,3492.4800000000005,3445.922,3473.5963122628946,3454.183044672751,37.11402184397457,54.98012319252106,-83905200.0
2001-06-20,-0.9964,0.092,0.756,0.152,3410.1,3420.33,3369.31,3406.05,21200.0,3383.8880000000004,3393.1040000000003,3393.043777872167,3386.12415086587,21.457363540911047,58.56645667210012,-83926400.0
2001-06-21,-0.9178,0.135,0.662,0.202,3408.28,3427.75,3385.87,3405.64,21200.0,3385.006,3383.6870000000004,3386.54066680825,3381.6961843916188,20.893586075654184,52.93413890052041,-83947600.0
2001-06-22,-0.9287,0.074,0.796,0.13,3402.14,3409.76,3361.79,3381.76,21200.0,3384.85,3374.886,3376.991000212375,3376.3753364786453,19.91183976798948,43.59492574480757,-83968800.0
2001-06-25,0.9001,0.142,0.761,0.098,3378.17,3378.17,3306.83,3318.67,21200.0,3399.8540000000003,3367.2880000000005,3374.6065003185618,3375.178744585011,20.800565902308332,36.25690607734808,-83990000.0
2001-06-26,0.9409,0.153,0.752,0.095,3313.13,3417.94,3287.94,3407.32,21200.0,3421.326,3364.5019999999995,3402.574750477842,3387.73624338168,28.05605902789648,46.74691956578297,-83968800.0
2001-06-27,-0.9442,0.098,0.782,0.121,3407.68,3434.13,3378.53,3411.64,21200.0,3402.32,3356.597,3400.202125716762,3383.3842974664985,27.88243666778681,47.59260577584776,-83947600.0
2001-06-28,-0.8605,0.084,0.807,0.109,3411.68,3427.37,3391.72,3404.86,21200.0,3382.368,3353.054,3394.483188575143,3377.105252459054,26.81541414026105,52.31566447155353,-83968800.0
2001-06-29,-0.9808,0.096,0.732,0.172,3406.79,3474.71,3394.91,3456.78,21200.0,3364.922,3357.843,3389.294782862714,3370.937530783289,25.753790272178776,60.130749805291394,-83947600.0
2001-07-02,-0.5267,0.0,0.815,0.185,3459.15,3487.0,3418.28,3426.03,21200.0,3334.722,3357.564,3355.55217429407,3351.861426512909,18.737771585685092,60.077043059034864,-83968800.0
2001-07-03,-0.296,0.245,0.553,0.202,3452.11,3452.11,3300.15,3312.29,21200.0,3307.678,3358.4440000000004,3320.313261441105,3335.379521293556,12.641140148223258,47.07209324184603,-83990000.0
2001-07-05,-0.8834,0.078,0.66,0.262,3321.14,3364.8,3306.74,3317.63,21200.0,3323.74,3377.561,3330.547338242486,3346.872865142225,20.67641499726369,52.23573753640573,-83990000.0
2001-07-06,-0.34,0.0,0.918,0.082,3317.63,3317.63,3286.74,3305.78,21200.0,3350.764,3382.891,3337.006007363729,3353.371279618276,25.43156711364645,56.130182790905046,-84011200.0
2001-07-09,-0.4207,0.14,0.731,0.129,3290.85,3299.57,3260.68,3290.81,21200.0,3380.406,3386.388,3352.619011045593,3363.947119533448,32.337502111448885,55.25358442114271,-84032400.0
2001-07-10,-0.9231,0.117,0.731,0.152,3300.98,3340.88,3296.41,3328.27,21200.0,3409.21,3390.405,3383.5235165683894,3380.199812763103,42.20584093247771,55.715595835356346,-84011200.0
2001-07-11,-0.9944,0.063,0.763,0.173,3328.37,3388.75,3316.85,3376.21,21200.0,3429.942,3391.086,3411.150274852584,3391.739771154904,50.37341752320936,56.40787569294627,-83990000.0
2001-07-12,-0.9538,0.057,0.788,0.155,3390.34,3459.37,3384.74,3452.75,21200.0,3431.382,3383.662,3428.6204122788754,3395.19083141155,55.1843473895874,75.17923288325969,-83968800.0
2001-07-13,-0.9617,0.106,0.768,0.126,3470.94,3513.79,3438.03,3453.99,21200.0,3415.018,3364.29,3416.555618418313,3382.3999050585617,52.72899827518859,72.29195990003731,-83947600.0
2001-07-16,-0.959,0.111,0.77,0.119,3453.63,3478.11,3427.82,3434.83,21200.0,3392.37,3344.0440000000003,3397.838427627469,3366.4909950715755,48.70185815789864,65.3907809995219,-83968800.0
2001-07-17,-0.999,0.084,0.739,0.177,3414.06,3440.29,3397.65,3431.93,21200.0,3371.6,3329.15,3379.342641441204,3351.3045495319257,44.80420865317046,64.27331765759718,-83990000.0
2001-07-18,-0.9947,0.092,0.767,0.141,3434.94,3446.18,3377.58,3383.41,21200.0,3352.23,3318.885,3353.048962161806,3333.3877827612428,39.47296570490744,59.99059561128527,-84011200.0
2001-07-19,-0.9946,0.094,0.768,0.138,3372.92,3380.27,3352.12,3370.93,21200.0,3335.942,3308.961,3337.868443242708,3322.271734485964,37.03442702250686,60.592212924939005,-84032400.0
2001-07-20,-0.9657,0.119,0.739,0.142,3375.82,3389.49,3331.42,3340.75,21200.0,3313.5620000000004,3301.746,3321.337664864061,3311.458786593956,34.653973256642985,53.39893240722875,-84053600.0
2001-07-23,-0.9974,0.067,0.772,0.161,3340.89,3340.89,3310.95,3330.98,21200.0,3295.718,3300.209,3311.631497296092,3304.94962805928,34.184463566298746,52.42441154262829,-84074800.0
2001-07-24,-0.9986,0.076,0.765,0.16,3326.84,3340.91,3306.17,3335.08,21200.0,3286.7,3300.106,3301.957245944138,3299.1651009613424,34.082733546022155,57.21057429352783,-84053600.0
2001-07-25,-0.9961,0.097,0.752,0.151,3307.16,3338.22,3296.43,3301.97,21200.0,3285.54,3298.565,3285.3958689162064,3291.1840122860854,33.03968565038167,45.60336213483805,-84074800.0
2001-07-26,-0.9991,0.093,0.733,0.174,3298.64,3318.6,3254.28,3259.03,21200.0,3281.9800000000005,3298.6,3277.108803374309,3288.7871261274377,34.598999999576336,36.99808795411094,-84096000.0
2001-07-27,-0.9986,0.065,0.785,0.15,3260.04,3278.85,3241.66,3251.53,21200.0,3289.9300000000003,3304.6580000000004,3286.148205061463,3295.399820822424,40.45806667800935,43.29753145027298,-84117200.0
2001-07-30,0.5165,0.133,0.747,0.12,3255.92,3289.46,3249.46,3285.89,21200.0,3304.7,3311.126,3303.4573075921944,3305.148669894074,48.11152172316588,51.0874652853621,-84096000.0
2001-07-31,-0.9973,0.094,0.766,0.139,3288.86,3335.67,3255.98,3329.28,21200.0,3313.512,3311.299,3312.240961388291,3309.4283743149795,53.681836755738,55.387530024696446,-84074800.0
2001-08-01,-0.9987,0.066,0.774,0.16,3335.0,3346.21,3276.72,3284.17,21200.0,3311.59,3311.56,3303.7214420824366,3305.0169019405303,55.59286668086406,45.29865566758326,-84096000.0
2001-08-02,-0.9986,0.087,0.759,0.154,3293.83,3310.86,3278.54,3298.78,21200.0,3315.22,3316.934,3313.4971631236544,3309.6495468162043,61.81643045175815,48.65674024989021,-84074800.0
2001-08-03,-0.9828,0.117,0.742,0.141,3300.02,3337.79,3300.02,3325.38,21200.0,3319.386,3316.727,3320.8557446854816,3312.06500166425,67.37324922185508,51.49121324771882,-84053600.0
2001-08-06,-0.9852,0.084,0.809,0.108,3323.36,3356.34,3322.44,3329.95,21200.0,3317.5520000000006,3312.081,3318.593617028222,3309.1061131451947,70.77743246337013,53.55518112889632,-84032400.0
2001-08-07,-0.998,0.092,0.758,0.15,3322.81,3345.98,3317.44,3319.67,21200.0,3309.086,3308.829,3312.9154255423327,3304.474138288572,73.62760914671026,53.975873439913215,-84053600.0
2001-08-08,-0.9972,0.101,0.756,0.143,3317.51,3321.18,3294.19,3302.32,21200.0,3311.53,3307.7409999999995,3309.538138313499,3301.0972801304765,77.24121488949322,53.273721235750365,-84074800.0
2001-08-09,-0.9978,0.085,0.79,0.124,3290.86,3324.96,3279.62,3319.61,21200.0,3318.648,3308.06,3313.147207470248,3300.825564603916,82.49652673007131,64.32463545663859,-84053600.0
2001-08-10,-0.997,0.106,0.75,0.144,3312.5,3335.71,3308.76,3316.21,21200.0,3314.068,3307.931,3309.915811205372,3296.651245627009,86.24382981778945,66.19641493655242,-84074800.0
2001-08-13,-0.9972,0.086,0.775,0.138,3321.19,3332.28,3283.44,3287.62,21200.0,3306.61,3307.617,3306.768716808057,3292.304855766344,90.11847732512751,61.16292045273394,-84096000.0
2001-08-14,-0.985,0.107,0.763,0.13,3290.58,3336.47,3290.58,3331.89,21200.0,3308.572,3308.917,3316.3430752120858,3293.345934825532,96.66410410976414,74.63391366563323,-84074800.0
2001-08-16,-0.9896,0.096,0.78,0.123,3326.24,3357.07,3321.74,3337.91,21200.0,3303.952,3304.415,3308.569612818128,3284.780587008984,99.10518987328624,79.46708463949844,-84053600.0
2001-08-17,-0.9953,0.107,0.762,0.131,3341.95,3359.07,3293.83,3296.71,21200.0,3297.472,3295.119,3293.899419227192,3272.974050788758,100.16642748602408,75.517832113378,-84074800.0
2001-08-20,0.9812,0.137,0.752,0.111,3287.69,3290.24,3271.54,3278.92,21200.0,3301.7940000000003,3288.16,3292.494128840788,3267.699395408483,104.25889545739484,75.12789409841257,-84096000.0
2001-08-21,-0.9965,0.097,0.775,0.128,3286.13,3310.53,3286.13,3297.43,21200.0,3308.6240000000007,3283.428,3299.281193261181,3265.2059277214794,109.77722518874634,85.97856408750546,-84074800.0
2001-08-23,-0.9987,0.092,0.766,0.142,3307.29,3316.33,3292.66,3308.79,21200.0,3309.262,3276.545,3300.206789891771,3258.0450227706974,113.33920640674388,94.43442992338892,-84053600.0
2001-08-24,-0.9973,0.098,0.769,0.133,3302.22,3308.9,3287.58,3305.51,21200.0,3304.878,3265.921,3295.915184837657,3246.768361164186,115.08036488634434,95.09628747270202,-84074800.0
2001-08-27,-0.9954,0.104,0.758,0.137,3318.44,3337.94,3310.29,3318.32,21200.0,3292.7660000000005,3255.21,3291.1177772564847,3233.7146636451166,115.96278367468769,99.09888164775928,-84053600.0
2001-08-28,-0.9967,0.091,0.78,0.128,3318.65,3333.17,3308.35,3313.07,21200.0,3274.5260000000003,3241.741,3277.516665884727,3214.913477788476,114.0980486201779,99.30114655643084,-84074800.0
2001-08-29,-0.999,0.099,0.74,0.161,3282.3,3327.67,3282.3,3300.62,21200.0,3258.232,3225.474,3259.73999882709,3193.100917297026,110.59290607976482,85.48535112109468,-84096000.0
2001-08-30,-0.9962,0.099,0.774,0.127,3296.78,3305.98,3281.17,3286.87,21200.0,3243.828,3198.683,3239.2999982406345,3169.207787807477,105.77808187611345,82.70260016530494,-84117200.0
